"id","name","kecamatan_id"
"1101012002","Ujong Mangki (Ujung Mangki)","01."
"1101012003","Ujong Padang (Ujung Padang)","01.01"
"1101012004","Gampong Drien (Kampung Drien)","01.01"
"1101012015","Darul Ikhsan","01.01"
"1101012016","Padang Beurahan (Padang Berahan)","01.01"
"1101012017","Gampong Baro (Kampung Baru)","01.01"
"1101022001","Fajar Harapan","01.02"
"1101022002","Krueng Batee","01.02"
"1101022003","Pasi Kuala Asahan","01.02"
"1101022004","Gunung Pulo (Gunong Pulo)","01.02"
"1101022005","Pulo Ie I","01.02"
"1101022006","Jambo Manyang","01.02"
"1101022007","Simpang Empat","01.02"
"1101022008","Limau Purut (Kota Fajar)","01.02"
"1101022009","Pulo Kambing","01.02"
"1101022010","Kampung Paya","01.02"
"1101022011","Krueng Batu","01.02"
"1101022012","Krueng Kluet","01.02"
"1101022013","Alur Mas","01.02"
"1101022014","Kampung Tinggi","01.02"
"1101022015","Ruak (Kampung Ruak)","01.02"
"1101022016","Simpang Lhee","01.02"
"1101022017","Suaq Geuringgeng (Geringgeng)","01.02"
"1101022018","Pasi Kuala Ba'u (Pasi Kuala Bau)","01.02"
"1101022019","Kedai Padang","01.02"
"1101022020","Kotafajar","01.02"
"1101022021","Gunung Pudung","01.02"
"1101032001","Suaq Bakung (Suaq Bakong)","01.03"
"1101032002","Rantau Binuang","01.03"
"1101032003","Barat Daya","01.03"
"1101032004","Sialang","01.03"
"1101032005","Kapeh","01.03"
"1101032006","Pulo Ie","01.03"
"1101032007","Kedai Runding","01.03"
"1101032008","Kedai Kandang","01.03"
"1101032009","Luar (Gampong Luar)","01.03"
"1101032010","Ujung","01.03"
"1101032011","Jua","01.03"
"1101032012","Pasi Meurapat (Pasi Merapat)","01.03"
"1101032013","Ujung Pasir","01.03"
"1101032014","Geulumbuk (Gelumbuk)","01.03"
"1101032015","Pasie Lembang (Pasi Lembang)","01.03"
"1101032016","Ujung Padang","01.03"
"1101032017","Indra Damai","01.03"
"1101042001","Bakau Hulu","01.04"
"1101042002","Padang Bakau","01.04"
"1101042003","Manggis Harapan","01.04"
"1101042004","Pasar Lama","01.04"
"1101042005","Apha","01.04"
"1101042006","Ujung Batu","01.04"
"1101042007","Pawoh","01.04"
"1101042008","Dalam","01.04"
"1101042009","Kota Palak","01.04"
"1101042010","Cacang","01.04"
"1101042011","Tengah Pisang","01.04"
"1101042012","Pisang","01.04"
"1101042013","Hulu Pisang","01.04"
"1101042014","Tengah Baru","01.04"
"1101042015","Lembah Baru","01.04"
"1101042016","Padang Baru","01.04"
"1101052001","Kuta Buloh II","01.05"
"1101052002","Kuta Buloh I","01.05"
"1101052003","Ie/Le Dingen","01.05"
"1101052004","Drien Jalo","01.05"
"1101052005","Jambo Papeun","01.05"
"1101052006","Buket Meuh","01.05"
"1101052007","Blang Kuala","01.05"
"1101052008","Rot Teungoh","01.05"
"1101052009","Alue Baro","01.05"
"1101052010","Ladang Tuha","01.05"
"1101052011","Lhok Mamplam","01.05"
"1101052012","Aron/Arun Tunggai","01.05"
"1101052013","Blang Teungoh","01.05"
"1101052014","Blang Bladeh","01.05"
"1101052015","Ie/Le Buboh","01.05"
"1101052016","Keude Meukek","01.05"
"1101052017","Kuta Baro (Abro)","01.05"
"1101052018","Tanjung Harapan","01.05"
"1101052019","Labuhan Tarok","01.05"
"1101052020","Lhok Aman","01.05"
"1101052021","Alue Meutuah","01.05"
"1101052022","Ladang Baro","01.05"
"1101052023","Labuhan Tarok II","01.05"
"1101062001","Dalam","01.06"
"1101062002","Subarang","01.06"
"1101062003","Kuta Baru (Kota Baru)","01.06"
"1101062004","Gunung Ketek","01.06"
"1101062005","Ladang Panton Luas","01.06"
"1101062006","Madat","01.06"
"1101062007","Alur Seumerah (Alur Simerah)","01.06"
"1101062008","Tengah","01.06"
"1101062009","Gunung Cut","01.06"
"1101062010","Alur Pinang","01.06"
"1101062011","Kuta Blang","01.06"
"1101062012","Batee Tunggai","01.06"
"1101062013","Ujung Tanah","01.06"
"1101062014","Ujung Kampung","01.06"
"1101062015","Jilatang","01.06"
"1101062016","Luar","01.06"
"1101062017","Lubuk Layu","01.06"
"1101062018","Suaq Hulu","01.06"
"1101062019","Tampang","01.06"
"1101062020","Payonan Gadang","01.06"
"1101062021","Gadang","01.06"
"1101062022","Baru","01.06"
"1101062023","Ladang Kasik Putih","01.06"
"1101062024","Air Sialang Hilir","01.06"
"1101062025","Air Sialang Hulu","01.06"
"1101062026","Air Sialang Tengah","01.06"
"1101062027","Balai","01.06"
"1101062028","Arafah","01.06"
"1101072001","Sikulat","01.07"
"1101072002","Sawang I","01.07"
"1101072003","Meuligo","01.07"
"1101072004","Lhok Pawoh","01.07"
"1101072005","Sawang II","01.07"
"1101072006","Ujung Karang","01.07"
"1101072007","Trieng Meuduro Baroh","01.07"
"1101072008","Trieng Meuduro Tunong","01.07"
"1101072009","Panton Luas","01.07"
"1101072010","Simpang Tiga","01.07"
"1101072011","Kuta Baro","01.07"
"1101072012","Blang Geulinggang (Gelinggang)","01.07"
"1101072013","Mutiara","01.07"
"1101072014","Ujung Padang","01.07"
"1101072015","Sawang Ba'u (Sawang Bau)","01.07"
"1101082001","Lhok Keutapang (Ketapang)","01.08"
"1101082002","Hilir","01.08"
"1101082003","Padang","01.08"
"1101082004","Hulu","01.08"
"1101082005","Jambo Apha","01.08"
"1101082006","Tepi Air","01.08"
"1101082007","Pasar","01.08"
"1101082008","Lhok Bengkuang","01.08"
"1101082009","Panton Luas","01.08"
"1101082010","Gunung Kerambil","01.08"
"1101082011","Air Berundang (Air Berudang)","01.08"
"1101082012","Batu Itam","01.08"
"1101082013","Panjupian","01.08"
"1101082014","Lhok Rukam","01.08"
"1101082015","Air Pinang","01.08"
"1101082016","Lhok Bengkuang Timur","01.08"
"1101092001","Keude Trumon","01.09"
"1101092002","Ujong/Ujung Tanoh","01.09"
"1101092003","Sigleng (Singleng)","01.09"
"1101092004","Ie Meudama","01.09"
"1101092005","Tuepin Tinggi (Tepin / Teupin Tinggi)","01.09"
"1101092006","Kuta Baro/Baru","01.09"
"1101092007","Panton Bilie","01.09"
"1101092012","Kuta Padang","01.09"
"1101092013","Raket","01.09"
"1101092014","Gampong Teungoh","01.09"
"1101092015","Seuneubok Jaya (Seunabok Jaya)","01.09"
"1101092016","Padang Harapan","01.09"
"1101102001","Ladang Teungoh","01.10"
"1101102002","Pucuk/Pucok Krueng","01.10"
"1101102003","Silolo","01.10"
"1101102004","Kampung/Kampong Baru","01.10"
"1101102005","Panton Bili","01.10"
"1101102006","Paya Ateuk (Payateuk)","01.10"
"1101102007","Ladang Tuha","01.10"
"1101102008","Mata Le/Ie","01.10"
"1101102009","Ujung Batee/Batu","01.10"
"1101102010","Lhok Sialang Cut","01.10"
"1101102011","Seuneubok (Seunebok / Si Neubok)","01.10"
"1101102012","Ie/Le Mirah","01.10"
"1101102013","Pasi/Pasie Rasian","01.10"
"1101102014","Ujung Padang Rasian","01.10"
"1101102015","Krueng Kalee (Krueng Kelee)","01.10"
"1101102016","Lhok Sialang Rayeuk","01.10"
"1101102017","Gampong Baro (Kampung / Kampong Baro)","01.10"
"1101102018","Teupin Gajah","01.10"
"1101102019","Ujung Padang Asahan","01.10"
"1101102020","Pulo Ie Ii","01.10"
"1101102021","Pante Raja","01.10"
"1101112001","Tengah Peulumat","01.11"
"1101112002","Paya Peulumat","01.11"
"1101112003","Padang Peulumat","01.11"
"1101112004","Aur Peulumat","01.11"
"1101112005","Limau Saring","01.11"
"1101112006","Beutong","01.11"
"1101112007","Peuneulop (Peunalop)","01.11"
"1101112008","Gunung Rotan","01.11"
"1101112009","Keumumu Hilir","01.11"
"1101112010","Keumumu Hulu","01.11"
"1101112011","Keumumu Seberang","01.11"
"1101112012","Sawang Indah","01.11"
"1101122001","Tutong","01.12"
"1101122002","Teungoh Iboh (Tengah Lboh / Iboh)","01.12"
"1101122003","Peulokan","01.12"
"1101122004","Kuta Lboh/Iboh","01.12"
"1101122005","Ujung Padang","01.12"
"1101122006","Blang Baru","01.12"
"1101122007","Blang Poroh","01.12"
"1101122008","Pulo Ie","01.12"
"1101122009","Suak Lokan","01.12"
"1101122010","Iku Lhueng (Iku Lhung)","01.12"
"1101122011","Kuta Trieng","01.12"
"1101122012","Pante Geulima","01.12"
"1101122013","Panton Pawoh","01.12"
"1101122014","Batee Meucanang","01.12"
"1101122015","Panton Rubek","01.12"
"1101132001","Koto (Koto Menggamat)","01.13"
"1101132002","Alur Keujrun","01.13"
"1101132003","Jambo Papan","01.13"
"1101132004","Malaka","01.13"
"1101132005","Koto Indarung","01.13"
"1101132006","Siurai-Urai","01.13"
"1101132007","Kampung Sawah","01.13"
"1101132008","Kampung Padang","01.13"
"1101132009","Pulo Air","01.13"
"1101132010","Lawe Melang","01.13"
"1101132011","Mersak","01.13"
"1101132012","Simpang Dua","01.13"
"1101132013","Simpang Tiga","01.13"
"1101142001","Paya Dapur","01.14"
"1101142002","Sapik","01.14"
"1101142003","Alai","01.14"
"1101142004","Durian Kawan","01.14"
"1101142005","Lawe Sawah","01.14"
"1101142006","Lawe Buluh Didi","01.14"
"1101142007","Pucuk Lembang","01.14"
"1101142008","Paya Laba","01.14"
"1101142009","Lawe Cimanok","01.14"
"1101152001","Pasie Seubadeh","01.15"
"1101152002","Ladang Rimba","01.15"
"1101152003","Ujung Pulo Rayeuk","01.15"
"1101152004","Sawah Tingkeum","01.15"
"1101152005","Simpang","01.15"
"1101152006","Ujung Pulo Cut","01.15"
"1101152008","Seulekat (Seuleukat)","01.15"
"1101162005","Pinto Rimba","01.16"
"1101162006","Krueng Luas","01.16"
"1101162007","Jambo Dalem","01.16"
"1101162008","Kapa Sesak (Kapai Seusak)","01.16"
"1101162009","Seuneubok Punto (Seuneubok Puntho)","01.16"
"1101162010","Seuneubok Pusaka","01.16"
"1101162011","Alur Bujok","01.16"
"1101162012","Titi Poben","01.16"
"1101172001","Buket Gadeng (Bukit Gading / Buket Gedeng)","01.17"
"1101172002","Rambong","01.17"
"1101172003","Seuneubok Keuranji (Seunebok Keranji)","01.17"
"1101172004","Seuneubok Alur Buloh (Seneubok Alur Bulah)","01.17"
"1101172005","Ujong Tanoh (Ujung Tanoh)","01.17"
"1101172006","Ujong Gunong Cut (Ujung Gunung Cut)","01.17"
"1101172007","Ujong Gunung Rayeuk (Ujung Gunong Rayek)","01.17"
"1101172008","Beutong","01.17"
"1101172009","Jambo Keupok/Keuphok","01.17"
"1101172010","Alurduamas (Alur Dua Mas)","01.17"
"1101182001","Ladang Rimba","01.18"
"1101182002","Gunong Kapo/Kapho","01.18"
"1101182003","Gampong Teungoh (Kampong Teungoh)","01.18"
"1101182004","Krueng Batee","01.18"
"1101182005","Pulo Paya","01.18"
"1101182006","Jambo Papeun","01.18"
"1101182007","Cot Bayu","01.18"
"1101182008","Naca","01.18"
"1101182009","Ie Jeureuneh","01.18"
"1101182010","Lhok Raya","01.18"
"1102012001","Engkeran","02.01"
"1102012002","Rumah Kampung","02.01"
"1102012004","Pasir Bangun","02.01"
"1102012006","Kubu","02.01"
"1102012007","Lawe Kongker (Lawe Konker / Kongkir)","02.01"
"1102012008","Kuta Cingkam II","02.01"
"1102012009","Muara Baru","02.01"
"1102012011","Kuta Batu I","02.01"
"1102012012","Kuta Cingkam I","02.01"
"1102012013","Kuta Batu II","02.01"
"1102012014","Lawe Sempilang","02.01"
"1102012015","Perapat Batu Nunggul","02.01"
"1102012016","Pulo Sepang","02.01"
"1102012017","Rih Mbelang (Mebelang)","02.01"
"1102012018","Kute Batu Baru (Kuta Batu Baru)","02.01"
"1102012019","Darul Amin","02.01"
"1102012020","Lawe Lubang Indah","02.01"
"1102012021","Batu Hamparan","02.01"
"1102012022","Paye Munje","02.01"
"1102012023","Pulo Ndapdap (Pulo Ndadap)","02.01"
"1102012024","Pasir Nunggul","02.01"
"1102012025","Cingkham Mekhanggun","02.01"
"1102012026","Pintu Khimbe","02.01"
"1102012027","Lawe Kongker Hilir (Lawe Konker Hilir)","02.01"
"1102012028","Pulo Gadung","02.01"
"1102012029","Pasikh Pehkmate (Pasikh Pekhmate)","02.01"
"1102012030","Pasikh Nunang","02.01"
"1102012031","Deleng Kukusen","02.01"
"1102022001","Bukit Merdeka","02.02"
"1102022002","Darul Aman","02.02"
"1102022003","Lawe Kesumpat","02.02"
"1102022004","Lawe Tua Gabungan","02.02"
"1102022005","Lawe Sigala II","02.02"
"1102022006","Lawe Sigala Timur","02.02"
"1102022007","Lawe Sigala Barat","02.02"
"1102022008","Suka Damai","02.02"
"1102022009","Kute/Kuta Tengah","02.02"
"1102022010","Tanah Baru","02.02"
"1102022011","Kedataran Gabungan","02.02"
"1102022012","Gabungan Parsaroan (Gabungan Parsaoran)","02.02"
"1102022013","Lawe Loning Gabungan","02.02"
"1102022014","Lawe Loning Aman","02.02"
"1102022015","Suka Maju","02.02"
"1102022016","Lawe Tua Makmur","02.02"
"1102022017","Lawe Tua Persatuan","02.02"
"1102022018","Lawe Serke","02.02"
"1102022019","Lawe Rakat","02.02"
"1102022020","Suka Jaya","02.02"
"1102022021","Enmiya Batu Dua Ratus (Enmya Batu Dua Ratus)","02.02"
"1102022022","Sebungke","02.02"
"1102022023","Bukit Sepakat","02.02"
"1102022024","Lawe Loning Sepakat","02.02"
"1102022025","Lawe Loning I","02.02"
"1102022026","Gaya Jaya","02.02"
"1102022027","Gelah Musara","02.02"
"1102022028","Mulie Dame (Mulie Damai)","02.02"
"1102022029","Lawe Loning Hakhapen","02.02"
"1102022030","Karya Indah","02.02"
"1102022031","Kayu Mbelin","02.02"
"1102022032","Lawe Sigala Barat Jaya","02.02"
"1102022033","Lawe Pekhidinen","02.02"
"1102022034","Kertimbang","02.02"
"1102022035","Ndauh Nitenggo","02.02"
"1102032001","Bambel Gabungan","02.03"
"1102032002","Kisam","02.03"
"1102032005","Lawe Hijo","02.03"
"1102032006","Pinding","02.03"
"1102032009","Terutung Megara Asli","02.03"
"1102032011","Biak Muli","02.03"
"1102032012","Kute Lang Lang","02.03"
"1102032013","Pedesi","02.03"
"1102032014","Terutung Payung Hulu","02.03"
"1102032015","Terutung Payung Hilir","02.03"
"1102032016","Tualang Sembilar","02.03"
"1102032017","Kuning I","02.03"
"1102032018","Kuning II","02.03"
"1102032019","Cinta Damai","02.03"
"1102032020","Likat","02.03"
"1102032021","Rikit","02.03"
"1102032023","Bambel","02.03"
"1102032025","Lawe Kihing","02.03"
"1102032026","Terutung Seperai","02.03"
"1102032027","Kute Seri","02.03"
"1102032028","Kuta Antara (Kute Antara)","02.03"
"1102032029","Pulo Perengge","02.03"
"1102032031","Pulo Kendondong (Pulo Kedondong)","02.03"
"1102032033","Pancakh Iman","02.03"
"1102032034","Biak Muli Baru (Biak Muli Bakhu)","02.03"
"1102032035","Biak Muli Pantai Raja","02.03"
"1102032036","Biak Muli Sejahtera","02.03"
"1102032037","Lembah Haji","02.03"
"1102032038","Terutung Payung Gabungan","02.03"
"1102032039","Lawe Hijo Metuah","02.03"
"1102032040","Ampera","02.03"
"1102032041","Tembilakh Mbakhu (Tembilakh Bakhu)","02.03"
"1102032042","Kute Lang Lang Bakhu","02.03"
"1102042001","Kota Kutacane","02.04"
"1102042002","Perapat Hilir","02.04"
"1102042003","Perapat Hulu","02.04"
"1102042004","Muara Lawe Bulan","02.04"
"1102042005","Mbarung","02.04"
"1102042006","Batu Mbulan Asli","02.04"
"1102042007","Batu Mbulan I","02.04"
"1102042008","Batu Mbulan II","02.04"
"1102042009","Kampung Raja","02.04"
"1102042010","Pulonas","02.04"
"1102042011","Kampung Melayu Gabungan","02.04"
"1102042012","Terutung Pedi","02.04"
"1102042013","Kute Rih","02.04"
"1102042014","Gumpang Jaya","02.04"
"1102042015","Pulo Latong","02.04"
"1102042016","Kutacane Lama","02.04"
"1102042017","Batu Mbulan Mbaru (Batum Bulan Baru)","02.04"
"1102042018","Pulo Peding","02.04"
"1102042019","Mendabe","02.04"
"1102042020","Ujung Barat","02.04"
"1102042021","Pekhapat Titi Panjang (Perapat Titi Panjang)","02.04"
"1102042022","Pekhapat Sepakat (Perapat Sepakat)","02.04"
"1102042023","Alas Marantcar (Alas Memancar)","02.04"
"1102042024","Batu Mbulan Sepakat","02.04"
"1102042025","Pulo Sanggakh","02.04"
"1102042026","Melayu I","02.04"
"1102042027","Mbarung Datuk Saudane (Mburung Datuk Sekhudane)","02.04"
"1102052005","Salang Alas","02.05"
"1102052009","Kuta/Kute Pasir","02.05"
"1102052011","Purwodadi","02.05"
"1102052012","Kuta/Kute Tinggi","02.05"
"1102052013","Kampung Baru","02.05"
"1102052014","Peranginan","02.05"
"1102052015","Natam","02.05"
"1102052025","Kumbang Jaya","02.05"
"1102052026","Kumbang Indah","02.05"
"1102052027","Natam Baru","02.05"
"1102052029","Deleng Megakhe","02.05"
"1102052030","Lawe Bekung","02.05"
"1102052031","Lawe Bekung Tampahan","02.05"
"1102052032","Badar Indah","02.05"
"1102052033","Batu Mbekhong (Batu Mberong)","02.05"
"1102052034","Tanah Merah","02.05"
"1102052035","Tanoh Megakhe","02.05"
"1102052036","Lawe Sekerah (Lawe Sekekhah)","02.05"
"1102062001","Pardomuan II","02.06"
"1102062002","Lawe Desky/Deski I","02.06"
"1102062003","Lawe Desky Sabas","02.06"
"1102062004","Pardomuan I","02.06"
"1102062005","Cinta Damai","02.06"
"1102062006","Pardamean","02.06"
"1102062007","Lawe Desky Tongah","02.06"
"1102062008","Kute Bakti","02.06"
"1102062010","Muara Situlen","02.06"
"1102062011","Sejahtera","02.06"
"1102062012","Kute Makmur","02.06"
"1102062013","Pardamean","02.06"
"1102062014","Lawe Mantik","02.06"
"1102062015","Cinta Makmur","02.06"
"1102062016","Muara Setia","02.06"
"1102062017","Tanoh Alas","02.06"
"1102062018","Sejahtera Baru","02.06"
"1102062024","Lawe Tawakh","02.06"
"1102062025","Sabilussalam (Sibulussalam)","02.06"
"1102062026","Lawe Desky Jaya","02.06"
"1102062027","Pintu Alas","02.06"
"1102072001","Gulo","02.07"
"1102072002","Pulo Piku","02.07"
"1102072003","Terutung Kute","02.07"
"1102072004","Kute Ujung","02.07"
"1102072005","Lawe Stul/Setul","02.07"
"1102072006","Kite Merangun (Kitei Meranggun)","02.07"
"1102072007","Mamas","02.07"
"1102072008","Tanjung Lama","02.07"
"1102072009","Tanjung Muda","02.07"
"1102072010","Rambung Teldak","02.07"
"1102072011","Tanjung Aman","02.07"
"1102072012","Sri Muda (Serimuda)","02.07"
"1102072013","Ujung Baru","02.07"
"1102072014","Kute Rambe","02.07"
"1102072015","Mamas Baru","02.07"
"1102072016","Rambung Jaya","02.07"
"1102072017","Makmur Jaya","02.07"
"1102072018","Darul Makmur","02.07"
"1102072019","Tanjung Bakhu (Tanjung Mbakhu)","02.07"
"1102072020","Pulo Gabung (Pulo Gadung)","02.07"
"1102072021","Kokhtan Jaya","02.07"
"1102072022","Istiqamah (Istiqomah)","02.07"
"1102072023","Lawe Mamas Indah","02.07"
"1102072024","Tanjung Leuser","02.07"
"1102072025","Simpang Empat Tanjung","02.07"
"1102072026","Lawe Pinis","02.07"
"1102072027","Buntul Kendawi","02.07"
"1102072028","Kuning Abadi","02.07"
"1102082001","Pasir Gala","02.08"
"1102082002","Pasir Penjengakan","02.08"
"1102082003","Kutambaru (Kutem Baru)","02.08"
"1102082004","Lawe Sagu Hulu","02.08"
"1102082005","Lawe Sagu Hilir","02.08"
"1102082006","Kute Bantil","02.08"
"1102082011","Lawe Kolok","02.08"
"1102082012","Lawe Rutung","02.08"
"1102082013","Kampung Nangka","02.08"
"1102082014","Tenembak Juhar","02.08"
"1102082015","Simpang Empat","02.08"
"1102082016","Kuta Buluh Botong","02.08"
"1102082017","Katambaru Becawan (Katembaru Bencawan)","02.08"
"1102082018","Lawe Kinge","02.08"
"1102082019","Kandang Mbelang Mandiri","02.08"
"1102082020","Mbacang Racun","02.08"
"1102082021","Telaga Mekar","02.08"
"1102082023","Pulonas Baru","02.08"
"1102082025","Kuta Genting","02.08"
"1102082026","Lawe Sagu Baru","02.08"
"1102082027","Lawe Sagu","02.08"
"1102082028","Pekhapet Timur (Pekhapat Timur)","02.08"
"1102082029","Bahagia","02.08"
"1102082030","Kute Galuh Asli (Kuta Galuh Asli)","02.08"
"1102092001","Kute Lengat Pangan (Kuta Lengat Pagan)","02.09"
"1102092002","Kute Lengat Selian (Kuta Lengat Selian)","02.09"
"1102092003","Tualang Baru","02.09"
"1102092004","Alur Buluh (Kuta Buluh)","02.09"
"1102092005","Maha Singkil","02.09"
"1102092006","Tenembak Bintang","02.09"
"1102092007","Kute Lingga (Kuta Lingga)","02.09"
"1102092008","Rikit Bur","02.09"
"1102092010","Kerukunan","02.09"
"1102092011","Lawe Dua (Lawe Dua Gabungan)","02.09"
"1102092012","Rema","02.09"
"1102092013","Bambel Baru","02.09"
"1102092014","Pejuang","02.09"
"1102092015","Darussalam","02.09"
"1102092016","Amaliah","02.09"
"1102092017","Sebudi Jaya","02.09"
"1102092018","Gumpang","02.09"
"1102092019","Kute Gekhat","02.09"
"1102092020","Paye Khambung (Paya Khambung)","02.09"
"1102092021","Mbak Sako","02.09"
"1102092022","Darul Imami","02.09"
"1102092023","Rikit Bur II","02.09"
"1102092024","Kute Empat Lima","02.09"
"1102102001","Simpang Semadam","02.10"
"1102102002","Semadam Awal","02.10"
"1102102003","Semadam Asal","02.10"
"1102102004","Lawe Kinga Gabungan","02.10"
"1102102005","Lawe Kinga Tebing Tinggi","02.10"
"1102102006","Kebun Sere","02.10"
"1102102007","Lawe Beringin Horas","02.10"
"1102102008","Lawe Berigin Gayo","02.10"
"1102102009","Suka Makmur","02.10"
"1102102010","Pasar Puntung","02.10"
"1102102011","Titi Pasir","02.10"
"1102102012","Lawe Petanduk I","02.10"
"1102102013","Ngkeran Alur Buluh","02.10"
"1102102014","Kampung Baru","02.10"
"1102102015","Sepakat Segenap (Sepakat Segenep)","02.10"
"1102102016","Selamat Indah","02.10"
"1102102017","Lawe Kinge Lapter (Lawe Kinga Lapter)","02.10"
"1102102018","Lawe Mejile (Lawe Menjilai)","02.10"
"1102102019","Lawe Petanduk-II","02.10"
"1102112004","Titi Mas","02.11"
"1102112005","Meranti","02.11"
"1102112006","Kuta/Kute Lang-Lang","02.11"
"1102112007","Lawe Sumur","02.11"
"1102112008","Pardamaian (Perdamean)","02.11"
"1102112009","Salim Pipit","02.11"
"1102112010","Penguhapan","02.11"
"1102112011","Lumban Tua","02.11"
"1102112012","Mutiara Damai","02.11"
"1102112013","Dolok Nauli","02.11"
"1102112014","Tuhi Jongkat","02.11"
"1102112015","Uning Sigugur","02.11"
"1102112016","Lumban Sitio-Tio","02.11"
"1102112017","Lawe Malum","02.11"
"1102112018","Alur Baning","02.11"
"1102112019","Lingga Alas (Lingge Alas)","02.11"
"1102112020","Khambung Tumbung (Khambung Tubung)","02.11"
"1102112021","Tuah Mesade","02.11"
"1102112022","Sumukh Alas","02.11"
"1102112023","Alukh Bakhu","02.11"
"1102112024","Sepekhinding","02.11"
"1102112025","Tanoh Subukh","02.11"
"1102112026","Pinggan Mbelang","02.11"
"1102112027","Sigai Indah","02.11"
"1102112028","Ukekh Deleng","02.11"
"1102112029","Alas Mesikhat","02.11"
"1102112030","Titi Hakhapen (Titai Hakhapen)","02.11"
"1102122001","Aunan Sepakat","02.12"
"1102122002","Lawe Penanggalan","02.12"
"1102122003","Lawe Mengkudu","02.12"
"1102122004","Jambur Lak Lak","02.12"
"1102122005","Simpang Tiga Jongar (Simpang III Jongar)","02.12"
"1102122006","Jongar Asli (Jongar)","02.12"
"1102122007","Ketambe","02.12"
"1102122008","Rumah Bundar","02.12"
"1102122009","Penyeberangan Cingkam","02.12"
"1102122010","Deleng Damar","02.12"
"1102122011","Bintang Bener","02.12"
"1102122012","Suka Rimbun","02.12"
"1102122013","Lawe Aunan","02.12"
"1102122014","Bener Bepapah (Bener Mepapah)","02.12"
"1102122015","Penungkunen","02.12"
"1102122016","Datok Pining","02.12"
"1102122017","Kati Maju","02.12"
"1102122018","Leuser (Louser)","02.12"
"1102122019","Jati Sara (Jati Rasa)","02.12"
"1102122020","Bukit Mbakhu","02.12"
"1102122021","Kayu Metangur (Kayu Mentangur)","02.12"
"1102122022","Lawe Sembekan","02.12"
"1102122023","Lawe Beringin (Lawe Bekhingin)","02.12"
"1102122024","Lawe Ger Ger","02.12"
"1102122025","Simpur Jaya","02.12"
"1102132001","Salang Baru","02.13"
"1102132002","Ranto Dior/Diur","02.13"
"1102132003","Lembah Alas","02.13"
"1102132004","Tenembak/Tenebak Lang-Lang","02.13"
"1102132005","Salang Sigotom","02.13"
"1102132006","Tualang Lama","02.13"
"1102132007","Gusung Batu","02.13"
"1102132008","Kaya Pangur","02.13"
"1102132009","Sepakat","02.13"
"1102132010","Lawe Pangkat","02.13"
"1102132011","Bunga Melur (Bunga Melur Gabungan)","02.13"
"1102132012","Penampaan","02.13"
"1102132013","Terutung Mbelang","02.13"
"1102132014","Salang Muara","02.13"
"1102132015","Lawe Hakhum","02.13"
"1102132016","Tanoh Khukahen","02.13"
"1102132017","Tading Ni Ulihi (Tading Niulihi)","02.13"
"1102132018","Peseluk Pesimbe (Pesuluk Pesimbe)","02.13"
"1102132019","Kane Lot","02.13"
"1102132020","Muhajirin","02.13"
"1102132021","Beriring Naru","02.13"
"1102132022","Kati Jeroh","02.13"
"1102142001","Terutung Megara Lawe Pasaran","02.14"
"1102142002","Kisam Gabungan (Kisam)","02.14"
"1102142003","Kisam Kute Pasir","02.14"
"1102142004","Lawe Sumur","02.14"
"1102142005","Lawe Sumur Baru","02.14"
"1102142006","Kute Lesung","02.14"
"1102142007","Berandang","02.14"
"1102142008","Kute Bunin","02.14"
"1102142009","Buah Pala","02.14"
"1102142010","Panosan (Penosan)","02.14"
"1102142011","Tengku Mbelin (Lawe Pasaran Tengku Mbelin)","02.14"
"1102142012","Terutung Megahke MBakhu (Terutung Megakhe Bakhu)","02.14"
"1102142013","Kisam Lestari","02.14"
"1102142014","Kisam Kute Rambe","02.14"
"1102142015","Lawe Polak","02.14"
"1102142016","Lawes Sumur Sepakat (Lawe Sumur Sepakat)","02.14"
"1102142017","Setia Baru","02.14"
"1102142018","Teger Miko","02.14"
"1102152001","Salim Pinim I / Satu (Salim Pinim)","02.15"
"1102152002","Jambur Damar","02.15"
"1102152003","Alur Langsat","02.15"
"1102152004","Rambah Sayang","02.15"
"1102152006","Rumah Luar","02.15"
"1102152007","Tenembak Alas","02.15"
"1102152008","Lawe Tungkal","02.15"
"1102152009","Salim Pinim II","02.15"
"1102152010","Jambukh Pekhmate","02.15"
"1102152011","Khutung Mbelang","02.15"
"1102152012","Timang Rasa (Timang Khase)","02.15"
"1102152013","Stambul Jaya","02.15"
"1102152014","Alur Nangke (Alukh Nangke)","02.15"
"1102152015","Kute Mejile","02.15"
"1102162001","Bintang Alga Musara","02.16"
"1102162002","Bintang Bukit Indah (Bukit Bintang Indah)","02.16"
"1102162003","Tanjung Sari","02.16"
"1102162004","Bun-bun Alas (Bunbun Alas)","02.16"
"1102162005","Naga Timbul","02.16"
"1102162006","Gunung Pak-Pak","02.16"
"1102162007","Bukit Meriah (Bukit Mekhiah)","02.16"
"1102162008","Permata Musara","02.16"
"1102162009","Laut Tawar","02.16"
"1102162010","Kane Mende","02.16"
"1102162011","Lawe Sekhakut","02.16"
"1102162012","Bunbun Indah (Bunbun Indah War)","02.16"
"1102162013","Suka Damai","02.16"
"1102162014","Tuah Kekhine (Tanah Khekhine)","02.16"
"1102162015","Punce Nali","02.16"
"1102162016","Sade Ate","02.16"
"1102162017","Akhih Majile","02.16"
"1102162018","Ukhat Peseluk","02.16"
